Vardas Pavardė ND1 ND2 ND3 Egz.
Vardas20557 Pavardė20557 5 8 9 1
Vardas20558 Pavardė20558 5 9 2 8
Vardas20559 Pavardė20559 8 2 3 3
Vardas20560 Pavardė20560 1 9 8 9
Vardas20561 Pavardė20561 7 8 4 5
Vardas20562 Pavardė20562 0 3 0 0
Vardas20563 Pavardė20563 0 5 7 10
Vardas20564 Pavardė20564 7 6 0 5
Vardas20565 Pavardė20565 10 0 0 2
Vardas20566 Pavardė20566 7 3 0 3
Vardas20567 Pavardė20567 8 2 2 9
Vardas20568 Pavardė20568 5 7 9 7
Vardas20569 Pavardė20569 4 7 5 1
Vardas20570 Pavardė20570 7 5 7 2
Vardas20571 Pavardė20571 6 7 10 1
Vardas20572 Pavardė20572 9 7 0 6
Vardas20573 Pavardė20573 0 6 9 8
Vardas20574 Pavardė20574 6 10 3 10
Vardas20575 Pavardė20575 9 10 7 7
Vardas20576 Pavardė20576 7 9 9 1
Vardas20577 Pavardė20577 0 2 6 3
Vardas20578 Pavardė20578 4 4 7 8
Vardas20579 Pavardė20579 6 4 6 7
Vardas20580 Pavardė20580 3 9 5 8
Vardas20581 Pavardė20581 2 10 3 10
Vardas20582 Pavardė20582 4 2 8 0
Vardas20583 Pavardė20583 6 6 6 8
Vardas20584 Pavardė20584 5 5 7 8
Vardas20585 Pavardė20585 2 8 1 5
Vardas20586 Pavardė20586 6 0 0 0
Vardas20587 Pavardė20587 4 1 8 4
Vardas20588 Pavardė20588 1 5 7 5
Vardas20589 Pavardė20589 10 5 10 8
Vardas20590 Pavardė20590 2 3 2 10
Vardas20591 Pavardė20591 6 0 6 7
Vardas20592 Pavardė20592 3 10 7 8
Vardas20593 Pavardė20593 1 9 7 2
Vardas20594 Pavardė20594 9 3 5 5
Vardas20595 Pavardė20595 0 4 6 1
Vardas20596 Pavardė20596 10 5 7 5
Vardas20597 Pavardė20597 7 6 0 8
Vardas20598 Pavardė20598 3 5 5 2
Vardas20599 Pavardė20599 3 3 2 3
Vardas20600 Pavardė20600 0 4 1 6
Vardas20601 Pavardė20601 6 0 4 5
Vardas20602 Pavardė20602 3 5 3 0
Vardas20603 Pavardė20603 3 1 7 2
Vardas20604 Pavardė20604 0 10 1 9
Vardas20605 Pavardė20605 7 10 8 8
Vardas20606 Pavardė20606 4 1 9 2
Vardas20607 Pavardė20607 2 8 3 10
Vardas20608 Pavardė20608 1 6 10 10
Vardas20609 Pavardė20609 5 8 3 7
Vardas20610 Pavardė20610 4 7 5 0
Vardas20611 Pavardė20611 4 8 6 3
Vardas20612 Pavardė20612 10 2 10 1
Vardas20613 Pavardė20613 6 1 8 1
Vardas20614 Pavardė20614 2 9 10 1
Vardas20615 Pavardė20615 10 7 9 10
Vardas20616 Pavardė20616 4 8 7 1
Vardas20617 Pavardė20617 6 8 0 3
Vardas20618 Pavardė20618 5 4 0 10
Vardas20619 Pavardė20619 2 3 5 4
Vardas20620 Pavardė20620 6 7 8 0
Vardas20621 Pavardė20621 4 9 7 4
Vardas20622 Pavardė20622 2 0 1 8
Vardas20623 Pavardė20623 10 5 4 6
Vardas20624 Pavardė20624 10 8 8 5
Vardas20625 Pavardė20625 9 0 6 4
Vardas20626 Pavardė20626 9 9 2 8
Vardas20627 Pavardė20627 7 9 2 7
Vardas20628 Pavardė20628 7 4 2 8
Vardas20629 Pavardė20629 6 0 5 5
Vardas20630 Pavardė20630 8 10 6 4
Vardas20631 Pavardė20631 5 6 0 6
Vardas20632 Pavardė20632 7 2 1 8
Vardas20633 Pavardė20633 9 4 4 3
Vardas20634 Pavardė20634 6 7 7 8
Vardas20635 Pavardė20635 8 2 4 0
Vardas20636 Pavardė20636 0 4 4 8
Vardas20637 Pavardė20637 5 7 2 5
Vardas20638 Pavardė20638 6 8 2 3
Vardas20639 Pavardė20639 0 8 9 10
Vardas20640 Pavardė20640 9 0 6 2
Vardas20641 Pavardė20641 7 6 1 7
Vardas20642 Pavardė20642 1 3 9 6
Vardas20643 Pavardė20643 2 6 4 3
Vardas20644 Pavardė20644 1 10 0 10
Vardas20645 Pavardė20645 2 8 5 2
Vardas20646 Pavardė20646 10 7 3 3
Vardas20647 Pavardė20647 0 5 5 5
Vardas20648 Pavardė20648 0 10 8 5
Vardas20649 Pavardė20649 7 0 1 6
Vardas20650 Pavardė20650 4 7 9 2
Vardas20651 Pavardė20651 10 2 1 10
Vardas20652 Pavardė20652 0 1 0 5
Vardas20653 Pavardė20653 1 4 7 5
Vardas20654 Pavardė20654 4 6 5 7
Vardas20655 Pavardė20655 6 8 4 5
Vardas20656 Pavardė20656 6 1 6 2
Vardas20657 Pavardė20657 10 7 9 3
Vardas20658 Pavardė20658 10 3 8 9
Vardas20659 Pavardė20659 9 5 5 6
Vardas20660 Pavardė20660 0 2 5 9
Vardas20661 Pavardė20661 1 9 9 8
Vardas20662 Pavardė20662 1 9 5 7
Vardas20663 Pavardė20663 2 2 8 5
Vardas20664 Pavardė20664 10 6 4 9
Vardas20665 Pavardė20665 7 1 10 8
Vardas20666 Pavardė20666 5 3 0 4
Vardas20667 Pavardė20667 6 9 0 3
Vardas20668 Pavardė20668 0 7 6 10
Vardas20669 Pavardė20669 6 4 9 4
Vardas20670 Pavardė20670 8 1 4 4
Vardas20671 Pavardė20671 0 0 3 7
Vardas20672 Pavardė20672 2 8 5 7
Vardas20673 Pavardė20673 10 2 4 8
Vardas20674 Pavardė20674 4 5 1 6
Vardas20675 Pavardė20675 10 7 8 5
Vardas20676 Pavardė20676 4 0 9 1
Vardas20677 Pavardė20677 5 4 0 6
Vardas20678 Pavardė20678 5 1 2 8
Vardas20679 Pavardė20679 3 2 7 0
Vardas20680 Pavardė20680 0 6 5 6
Vardas20681 Pavardė20681 9 9 3 8
Vardas20682 Pavardė20682 5 10 9 9
Vardas20683 Pavardė20683 5 7 9 9
Vardas20684 Pavardė20684 9 9 0 6
Vardas20685 Pavardė20685 0 6 6 5
Vardas20686 Pavardė20686 7 0 5 6
Vardas20687 Pavardė20687 3 9 0 6
Vardas20688 Pavardė20688 5 7 2 0
Vardas20689 Pavardė20689 7 5 8 5
Vardas20690 Pavardė20690 0 9 3 0
Vardas20691 Pavardė20691 1 6 8 5
Vardas20692 Pavardė20692 7 8 2 5
Vardas20693 Pavardė20693 3 4 8 10
Vardas20694 Pavardė20694 4 3 8 4
Vardas20695 Pavardė20695 0 2 5 0
Vardas20696 Pavardė20696 0 3 9 4
Vardas20697 Pavardė20697 1 7 8 2
Vardas20698 Pavardė20698 9 6 7 10
Vardas20699 Pavardė20699 4 1 8 9
Vardas20700 Pavardė20700 6 5 4 0
Vardas20701 Pavardė20701 0 5 10 8
Vardas20702 Pavardė20702 1 6 10 6
Vardas20703 Pavardė20703 9 7 8 10
Vardas20704 Pavardė20704 6 5 6 7
Vardas20705 Pavardė20705 3 1 6 0
Vardas20706 Pavardė20706 1 3 5 1
Vardas20707 Pavardė20707 0 2 1 7
Vardas20708 Pavardė20708 0 1 0 10
Vardas20709 Pavardė20709 5 8 8 6
Vardas20710 Pavardė20710 9 5 0 7
Vardas20711 Pavardė20711 7 7 2 7
Vardas20712 Pavardė20712 7 5 9 0
Vardas20713 Pavardė20713 3 10 7 2
Vardas20714 Pavardė20714 5 6 3 2
Vardas20715 Pavardė20715 4 8 6 1
Vardas20716 Pavardė20716 3 4 7 9
Vardas20717 Pavardė20717 7 10 0 7
Vardas20718 Pavardė20718 0 6 4 5
Vardas20719 Pavardė20719 6 7 1 7
Vardas20720 Pavardė20720 1 1 4 2
Vardas20721 Pavardė20721 0 8 0 2
Vardas20722 Pavardė20722 1 9 1 2
Vardas20723 Pavardė20723 2 0 7 5
Vardas20724 Pavardė20724 9 6 2 2
Vardas20725 Pavardė20725 1 1 8 5
Vardas20726 Pavardė20726 4 10 5 5
Vardas20727 Pavardė20727 8 4 2 10
Vardas20728 Pavardė20728 5 3 2 0
Vardas20729 Pavardė20729 3 7 2 0
Vardas20730 Pavardė20730 8 9 0 7
Vardas20731 Pavardė20731 10 10 6 7
Vardas20732 Pavardė20732 2 6 7 7
Vardas20733 Pavardė20733 1 4 4 0
Vardas20734 Pavardė20734 5 3 1 10
Vardas20735 Pavardė20735 0 6 2 5
Vardas20736 Pavardė20736 4 1 6 9
Vardas20737 Pavardė20737 0 10 5 2
Vardas20738 Pavardė20738 2 1 3 3
Vardas20739 Pavardė20739 3 0 3 9
Vardas20740 Pavardė20740 5 10 4 1
Vardas20741 Pavardė20741 5 10 3 4
Vardas20742 Pavardė20742 0 9 0 10
Vardas20743 Pavardė20743 6 10 4 1
Vardas20744 Pavardė20744 3 2 5 3
Vardas20745 Pavardė20745 1 5 2 1
Vardas20746 Pavardė20746 4 7 6 1
Vardas20747 Pavardė20747 3 4 5 4
Vardas20748 Pavardė20748 0 7 8 10
Vardas20749 Pavardė20749 9 10 4 4
Vardas20750 Pavardė20750 3 5 6 9
Vardas20751 Pavardė20751 2 3 8 5
Vardas20752 Pavardė20752 0 3 9 3
Vardas20753 Pavardė20753 3 0 1 9
Vardas20754 Pavardė20754 1 3 5 7
Vardas20755 Pavardė20755 8 8 5 2
Vardas20756 Pavardė20756 2 5 4 7
Vardas20757 Pavardė20757 1 7 3 5
Vardas20758 Pavardė20758 1 7 0 0
Vardas20759 Pavardė20759 9 10 1 1
Vardas20760 Pavardė20760 7 0 4 4
Vardas20761 Pavardė20761 4 5 9 7
Vardas20762 Pavardė20762 10 1 2 7
Vardas20763 Pavardė20763 0 5 5 6
Vardas20764 Pavardė20764 2 7 4 3
Vardas20765 Pavardė20765 0 8 6 5
Vardas20766 Pavardė20766 7 5 0 6
Vardas20767 Pavardė20767 5 7 8 3
Vardas20768 Pavardė20768 1 3 1 10
Vardas20769 Pavardė20769 2 9 5 4
Vardas20770 Pavardė20770 8 1 9 2
Vardas20771 Pavardė20771 3 1 3 8
Vardas20772 Pavardė20772 1 1 7 4
Vardas20773 Pavardė20773 5 6 3 7
Vardas20774 Pavardė20774 8 6 5 9
Vardas20775 Pavardė20775 9 10 1 2
Vardas20776 Pavardė20776 5 9 4 0
Vardas20777 Pavardė20777 4 3 2 10
Vardas20778 Pavardė20778 1 6 8 10
Vardas20779 Pavardė20779 0 7 5 9
Vardas20780 Pavardė20780 5 3 10 4
Vardas20781 Pavardė20781 10 10 2 10
Vardas20782 Pavardė20782 5 0 2 4
Vardas20783 Pavardė20783 9 8 10 10
Vardas20784 Pavardė20784 5 10 5 2
Vardas20785 Pavardė20785 7 7 7 8
Vardas20786 Pavardė20786 10 7 8 4
Vardas20787 Pavardė20787 5 8 2 9
Vardas20788 Pavardė20788 10 2 4 4
Vardas20789 Pavardė20789 2 4 1 7
Vardas20790 Pavardė20790 4 9 7 3
Vardas20791 Pavardė20791 2 7 0 4
Vardas20792 Pavardė20792 1 5 0 1
Vardas20793 Pavardė20793 7 8 2 3
Vardas20794 Pavardė20794 4 10 7 0
Vardas20795 Pavardė20795 0 4 7 4
Vardas20796 Pavardė20796 0 6 0 8
Vardas20797 Pavardė20797 10 9 1 6
Vardas20798 Pavardė20798 8 4 3 7
Vardas20799 Pavardė20799 8 1 5 2
Vardas20800 Pavardė20800 2 7 3 5
Vardas20801 Pavardė20801 0 4 1 0
Vardas20802 Pavardė20802 6 6 4 0
Vardas20803 Pavardė20803 8 6 3 3
Vardas20804 Pavardė20804 6 5 9 3
Vardas20805 Pavardė20805 7 3 2 5
Vardas20806 Pavardė20806 1 7 6 6
Vardas20807 Pavardė20807 1 7 5 0
Vardas20808 Pavardė20808 7 0 1 0
Vardas20809 Pavardė20809 4 6 2 0
Vardas20810 Pavardė20810 6 5 5 6
Vardas20811 Pavardė20811 0 4 7 0
Vardas20812 Pavardė20812 9 0 0 9
Vardas20813 Pavardė20813 1 7 2 9
Vardas20814 Pavardė20814 4 3 8 6
Vardas20815 Pavardė20815 1 10 9 0
Vardas20816 Pavardė20816 10 6 9 5
Vardas20817 Pavardė20817 3 4 1 2
Vardas20818 Pavardė20818 3 0 3 6
Vardas20819 Pavardė20819 10 1 10 9
Vardas20820 Pavardė20820 6 5 1 0
Vardas20821 Pavardė20821 7 9 5 2
Vardas20822 Pavardė20822 2 6 8 3
Vardas20823 Pavardė20823 3 6 0 8
Vardas20824 Pavardė20824 3 2 1 6
Vardas20825 Pavardė20825 2 9 0 5
Vardas20826 Pavardė20826 1 2 6 8
Vardas20827 Pavardė20827 8 10 10 10
Vardas20828 Pavardė20828 1 9 7 5
Vardas20829 Pavardė20829 10 4 3 7
Vardas20830 Pavardė20830 7 2 10 4
Vardas20831 Pavardė20831 5 8 3 0
Vardas20832 Pavardė20832 10 1 8 1
Vardas20833 Pavardė20833 8 3 0 6
Vardas20834 Pavardė20834 5 8 4 10
Vardas20835 Pavardė20835 5 3 3 4
Vardas20836 Pavardė20836 0 9 7 4
Vardas20837 Pavardė20837 3 4 6 4
Vardas20838 Pavardė20838 10 6 9 10
Vardas20839 Pavardė20839 1 0 6 1
Vardas20840 Pavardė20840 1 3 7 8
Vardas20841 Pavardė20841 3 0 10 9
Vardas20842 Pavardė20842 7 6 8 3
Vardas20843 Pavardė20843 1 7 1 10
Vardas20844 Pavardė20844 6 7 0 10
Vardas20845 Pavardė20845 4 3 7 4
Vardas20846 Pavardė20846 1 8 4 2
Vardas20847 Pavardė20847 8 8 4 5
Vardas20848 Pavardė20848 10 2 0 5
Vardas20849 Pavardė20849 3 6 0 8
Vardas20850 Pavardė20850 5 8 2 4
Vardas20851 Pavardė20851 10 8 7 4
Vardas20852 Pavardė20852 6 0 3 2
Vardas20853 Pavardė20853 6 6 3 3
Vardas20854 Pavardė20854 6 3 6 2
Vardas20855 Pavardė20855 0 9 4 10
Vardas20856 Pavardė20856 4 0 4 8
Vardas20857 Pavardė20857 2 2 7 6
Vardas20858 Pavardė20858 10 5 3 1
Vardas20859 Pavardė20859 9 10 6 2
Vardas20860 Pavardė20860 8 5 10 1
Vardas20861 Pavardė20861 2 7 0 10
Vardas20862 Pavardė20862 0 2 4 8
Vardas20863 Pavardė20863 4 5 4 8
Vardas20864 Pavardė20864 10 4 3 5
Vardas20865 Pavardė20865 4 8 7 2
Vardas20866 Pavardė20866 5 8 9 9
Vardas20867 Pavardė20867 9 4 2 9
Vardas20868 Pavardė20868 0 9 7 2
Vardas20869 Pavardė20869 7 5 0 7
Vardas20870 Pavardė20870 1 6 5 2
Vardas20871 Pavardė20871 4 1 3 5
Vardas20872 Pavardė20872 2 5 7 9
Vardas20873 Pavardė20873 2 0 8 6
Vardas20874 Pavardė20874 5 1 10 0
Vardas20875 Pavardė20875 10 5 10 4
Vardas20876 Pavardė20876 4 9 6 4
Vardas20877 Pavardė20877 2 7 5 9
Vardas20878 Pavardė20878 4 5 5 7
Vardas20879 Pavardė20879 4 2 8 0
Vardas20880 Pavardė20880 8 4 7 0
Vardas20881 Pavardė20881 10 6 0 6
Vardas20882 Pavardė20882 2 9 9 7
Vardas20883 Pavardė20883 1 6 6 2
Vardas20884 Pavardė20884 2 7 8 6
Vardas20885 Pavardė20885 2 10 8 6
Vardas20886 Pavardė20886 1 1 2 0
Vardas20887 Pavardė20887 9 1 10 7
Vardas20888 Pavardė20888 0 6 5 1
Vardas20889 Pavardė20889 10 4 8 7
Vardas20890 Pavardė20890 8 8 1 1
Vardas20891 Pavardė20891 0 6 5 10
Vardas20892 Pavardė20892 6 10 7 4
Vardas20893 Pavardė20893 10 4 8 10
Vardas20894 Pavardė20894 2 8 10 8
Vardas20895 Pavardė20895 1 5 8 1
Vardas20896 Pavardė20896 4 0 7 2
Vardas20897 Pavardė20897 3 6 7 3
Vardas20898 Pavardė20898 7 10 3 10
Vardas20899 Pavardė20899 9 5 4 5
Vardas20900 Pavardė20900 0 3 10 6
Vardas20901 Pavardė20901 7 0 0 8
Vardas20902 Pavardė20902 7 8 8 7
Vardas20903 Pavardė20903 7 0 10 0
Vardas20904 Pavardė20904 7 4 0 8
Vardas20905 Pavardė20905 4 0 2 8
Vardas20906 Pavardė20906 7 5 5 10
Vardas20907 Pavardė20907 3 8 0 4
Vardas20908 Pavardė20908 4 4 5 5
Vardas20909 Pavardė20909 5 10 10 7
Vardas20910 Pavardė20910 2 8 3 10
Vardas20911 Pavardė20911 8 5 10 9
Vardas20912 Pavardė20912 9 1 6 8
Vardas20913 Pavardė20913 4 0 7 1
Vardas20914 Pavardė20914 4 9 7 9
Vardas20915 Pavardė20915 0 7 4 2
Vardas20916 Pavardė20916 1 0 2 6
Vardas20917 Pavardė20917 7 5 7 3
Vardas20918 Pavardė20918 0 2 3 10
Vardas20919 Pavardė20919 5 8 8 1
Vardas20920 Pavardė20920 5 7 3 2
Vardas20921 Pavardė20921 4 9 9 4
Vardas20922 Pavardė20922 6 3 3 10
Vardas20923 Pavardė20923 0 6 9 0
Vardas20924 Pavardė20924 10 2 7 8
Vardas20925 Pavardė20925 3 9 8 10
Vardas20926 Pavardė20926 9 10 9 7
Vardas20927 Pavardė20927 4 8 4 0
Vardas20928 Pavardė20928 9 10 9 8
Vardas20929 Pavardė20929 6 10 5 4
Vardas20930 Pavardė20930 7 4 10 3
Vardas20931 Pavardė20931 10 0 7 2
Vardas20932 Pavardė20932 3 8 2 1
Vardas20933 Pavardė20933 6 4 1 10
Vardas20934 Pavardė20934 4 4 10 2
Vardas20935 Pavardė20935 7 5 3 5
Vardas20936 Pavardė20936 7 8 7 3
Vardas20937 Pavardė20937 10 6 0 7
Vardas20938 Pavardė20938 3 7 5 4
Vardas20939 Pavardė20939 5 7 6 6
Vardas20940 Pavardė20940 0 0 6 2
Vardas20941 Pavardė20941 6 9 6 2
Vardas20942 Pavardė20942 6 9 1 0
Vardas20943 Pavardė20943 4 3 9 6
Vardas20944 Pavardė20944 6 8 6 0
Vardas20945 Pavardė20945 7 5 4 8
Vardas20946 Pavardė20946 0 9 9 9
Vardas20947 Pavardė20947 5 0 5 1
Vardas20948 Pavardė20948 5 9 8 0
Vardas20949 Pavardė20949 2 7 3 8
Vardas20950 Pavardė20950 2 9 10 0
Vardas20951 Pavardė20951 7 4 0 10
Vardas20952 Pavardė20952 3 1 8 7
Vardas20953 Pavardė20953 8 1 4 0
Vardas20954 Pavardė20954 3 5 2 6
Vardas20955 Pavardė20955 4 1 6 3
Vardas20956 Pavardė20956 2 9 9 9
Vardas20957 Pavardė20957 6 5 10 4
Vardas20958 Pavardė20958 9 10 3 6
Vardas20959 Pavardė20959 10 0 4 3
Vardas20960 Pavardė20960 9 9 4 9
Vardas20961 Pavardė20961 3 5 8 7
Vardas20962 Pavardė20962 5 7 2 1
Vardas20963 Pavardė20963 9 8 10 9
Vardas20964 Pavardė20964 4 2 2 1
Vardas20965 Pavardė20965 7 2 9 6
Vardas20966 Pavardė20966 4 8 3 10
Vardas20967 Pavardė20967 10 7 6 9
Vardas20968 Pavardė20968 6 1 1 0
Vardas20969 Pavardė20969 1 2 5 6
Vardas20970 Pavardė20970 3 0 4 1
Vardas20971 Pavardė20971 7 10 6 10
Vardas20972 Pavardė20972 0 4 7 9
Vardas20973 Pavardė20973 4 8 0 8
Vardas20974 Pavardė20974 3 9 2 2
Vardas20975 Pavardė20975 0 9 8 1
Vardas20976 Pavardė20976 5 2 5 9
Vardas20977 Pavardė20977 1 3 8 8
Vardas20978 Pavardė20978 9 0 7 8
Vardas20979 Pavardė20979 0 7 8 9
Vardas20980 Pavardė20980 10 10 9 4
Vardas20981 Pavardė20981 9 9 6 4
Vardas20982 Pavardė20982 5 4 5 5
Vardas20983 Pavardė20983 1 2 6 1
Vardas20984 Pavardė20984 9 5 5 0
Vardas20985 Pavardė20985 5 7 1 9
Vardas20986 Pavardė20986 9 4 1 2
Vardas20987 Pavardė20987 9 1 8 8
Vardas20988 Pavardė20988 9 7 8 3
Vardas20989 Pavardė20989 8 10 7 5
Vardas20990 Pavardė20990 3 1 9 5
Vardas20991 Pavardė20991 2 6 8 9
Vardas20992 Pavardė20992 6 3 3 1
Vardas20993 Pavardė20993 8 6 10 5
Vardas20994 Pavardė20994 2 7 2 6
Vardas20995 Pavardė20995 4 7 7 3
Vardas20996 Pavardė20996 8 0 9 5
Vardas20997 Pavardė20997 10 10 9 0
Vardas20998 Pavardė20998 4 0 3 0
Vardas20999 Pavardė20999 3 5 9 10
Vardas21000 Pavardė21000 1 5 3 6
Vardas21001 Pavardė21001 0 2 4 10
Vardas21002 Pavardė21002 6 9 3 6
Vardas21003 Pavardė21003 1 7 0 3
Vardas21004 Pavardė21004 4 3 4 3
Vardas21005 Pavardė21005 5 1 10 8
Vardas21006 Pavardė21006 3 2 10 4
Vardas21007 Pavardė21007 4 1 4 4
Vardas21008 Pavardė21008 10 2 0 4
Vardas21009 Pavardė21009 10 9 4 6
Vardas21010 Pavardė21010 0 6 5 8
Vardas21011 Pavardė21011 5 4 2 5
Vardas21012 Pavardė21012 7 0 3 4
Vardas21013 Pavardė21013 10 9 7 6
Vardas21014 Pavardė21014 9 0 2 3
Vardas21015 Pavardė21015 3 3 6 4
Vardas21016 Pavardė21016 7 7 3 1
Vardas21017 Pavardė21017 4 10 4 4
Vardas21018 Pavardė21018 0 3 3 0
Vardas21019 Pavardė21019 0 6 5 1
Vardas21020 Pavardė21020 1 4 3 8
Vardas21021 Pavardė21021 1 7 5 7
Vardas21022 Pavardė21022 10 6 6 6
Vardas21023 Pavardė21023 0 2 7 4
Vardas21024 Pavardė21024 7 3 2 0
Vardas21025 Pavardė21025 0 10 7 4
Vardas21026 Pavardė21026 6 7 3 6
Vardas21027 Pavardė21027 10 8 6 4
Vardas21028 Pavardė21028 7 4 8 7
Vardas21029 Pavardė21029 9 10 6 7
Vardas21030 Pavardė21030 5 5 1 6
Vardas21031 Pavardė21031 4 10 10 7
Vardas21032 Pavardė21032 4 4 10 5
Vardas21033 Pavardė21033 8 3 2 1
Vardas21034 Pavardė21034 0 3 9 6
Vardas21035 Pavardė21035 7 8 10 6
Vardas21036 Pavardė21036 9 4 8 10
Vardas21037 Pavardė21037 7 5 7 7
Vardas21038 Pavardė21038 8 10 6 10
Vardas21039 Pavardė21039 1 10 2 1
Vardas21040 Pavardė21040 4 6 0 7
Vardas21041 Pavardė21041 1 9 9 5
Vardas21042 Pavardė21042 4 10 4 0
Vardas21043 Pavardė21043 5 3 0 6
Vardas21044 Pavardė21044 4 7 1 5
Vardas21045 Pavardė21045 5 9 3 6
Vardas21046 Pavardė21046 1 10 4 7
Vardas21047 Pavardė21047 1 4 1 7
Vardas21048 Pavardė21048 10 3 1 3
Vardas21049 Pavardė21049 8 4 9 9
Vardas21050 Pavardė21050 0 6 0 1
Vardas21051 Pavardė21051 7 4 7 1
Vardas21052 Pavardė21052 7 7 5 9
Vardas21053 Pavardė21053 9 0 10 4
Vardas21054 Pavardė21054 9 7 10 0
Vardas21055 Pavardė21055 0 9 0 0
Vardas21056 Pavardė21056 4 5 0 4
Vardas21057 Pavardė21057 4 8 4 5
Vardas21058 Pavardė21058 7 1 9 3
Vardas21059 Pavardė21059 5 0 7 0
Vardas21060 Pavardė21060 8 8 9 5
Vardas21061 Pavardė21061 2 8 6 10
Vardas21062 Pavardė21062 6 4 0 8
Vardas21063 Pavardė21063 8 0 0 8
Vardas21064 Pavardė21064 0 7 0 4
Vardas21065 Pavardė21065 6 9 4 5
Vardas21066 Pavardė21066 7 5 10 4
Vardas21067 Pavardė21067 1 4 6 6
Vardas21068 Pavardė21068 7 6 5 6
Vardas21069 Pavardė21069 4 2 8 6
Vardas21070 Pavardė21070 2 5 4 8
Vardas21071 Pavardė21071 10 3 10 3
Vardas21072 Pavardė21072 3 10 4 0
Vardas21073 Pavardė21073 10 8 5 10
Vardas21074 Pavardė21074 10 3 0 6
Vardas21075 Pavardė21075 7 5 2 2
Vardas21076 Pavardė21076 3 8 10 5
Vardas21077 Pavardė21077 8 5 1 9
Vardas21078 Pavardė21078 3 3 3 7
Vardas21079 Pavardė21079 1 7 2 9
Vardas21080 Pavardė21080 2 1 7 3
Vardas21081 Pavardė21081 10 6 10 7
Vardas21082 Pavardė21082 5 2 7 5
Vardas21083 Pavardė21083 4 7 6 10
Vardas21084 Pavardė21084 10 4 8 0
Vardas21085 Pavardė21085 0 7 7 10
Vardas21086 Pavardė21086 10 6 2 9
Vardas21087 Pavardė21087 0 8 10 5
Vardas21088 Pavardė21088 3 5 6 7
Vardas21089 Pavardė21089 0 7 8 2
Vardas21090 Pavardė21090 2 1 0 9
Vardas21091 Pavardė21091 5 5 3 0
Vardas21092 Pavardė21092 2 9 9 3
Vardas21093 Pavardė21093 5 1 5 0
Vardas21094 Pavardė21094 4 9 3 6
Vardas21095 Pavardė21095 2 7 3 1
Vardas21096 Pavardė21096 4 0 2 9
Vardas21097 Pavardė21097 8 3 7 4
Vardas21098 Pavardė21098 2 10 2 0
Vardas21099 Pavardė21099 10 3 8 1
Vardas21100 Pavardė21100 3 5 4 6
Vardas21101 Pavardė21101 7 0 10 0
Vardas21102 Pavardė21102 8 10 8 2
Vardas21103 Pavardė21103 4 3 9 7
Vardas21104 Pavardė21104 10 1 7 1
Vardas21105 Pavardė21105 6 9 1 3
Vardas21106 Pavardė21106 3 8 5 6
Vardas21107 Pavardė21107 7 8 8 0
Vardas21108 Pavardė21108 10 2 7 9
Vardas21109 Pavardė21109 10 2 5 7
Vardas21110 Pavardė21110 4 5 5 4
Vardas21111 Pavardė21111 10 10 9 7
Vardas21112 Pavardė21112 10 9 7 7
Vardas21113 Pavardė21113 9 0 4 2
Vardas21114 Pavardė21114 5 7 5 2
Vardas21115 Pavardė21115 10 4 1 3
Vardas21116 Pavardė21116 1 1 1 1
Vardas21117 Pavardė21117 9 10 2 7
Vardas21118 Pavardė21118 10 6 5 2
Vardas21119 Pavardė21119 5 6 5 6
Vardas21120 Pavardė21120 6 1 5 6
Vardas21121 Pavardė21121 10 2 2 1
Vardas21122 Pavardė21122 3 8 3 4
Vardas21123 Pavardė21123 7 1 4 3
Vardas21124 Pavardė21124 6 6 8 8
Vardas21125 Pavardė21125 6 1 8 5
Vardas21126 Pavardė21126 1 2 4 2
Vardas21127 Pavardė21127 4 9 7 8
Vardas21128 Pavardė21128 9 1 3 7
Vardas21129 Pavardė21129 3 2 3 1
Vardas21130 Pavardė21130 9 7 7 8
Vardas21131 Pavardė21131 8 7 6 1
Vardas21132 Pavardė21132 2 9 3 8
Vardas21133 Pavardė21133 7 3 7 3
Vardas21134 Pavardė21134 4 5 10 1
Vardas21135 Pavardė21135 3 9 7 2
Vardas21136 Pavardė21136 9 7 0 6
Vardas21137 Pavardė21137 1 9 1 8
Vardas21138 Pavardė21138 8 5 0 0
Vardas21139 Pavardė21139 2 1 7 1
Vardas21140 Pavardė21140 7 4 0 2
Vardas21141 Pavardė21141 2 5 1 5
Vardas21142 Pavardė21142 1 7 9 10
Vardas21143 Pavardė21143 4 2 0 1
Vardas21144 Pavardė21144 5 4 10 1
Vardas21145 Pavardė21145 8 0 6 8
Vardas21146 Pavardė21146 9 0 9 6
Vardas21147 Pavardė21147 9 4 4 0
Vardas21148 Pavardė21148 9 8 5 6
Vardas21149 Pavardė21149 6 5 0 9
Vardas21150 Pavardė21150 0 10 3 2
Vardas21151 Pavardė21151 2 6 7 3
Vardas21152 Pavardė21152 0 2 8 6
Vardas21153 Pavardė21153 5 8 4 4
Vardas21154 Pavardė21154 8 5 8 2
Vardas21155 Pavardė21155 8 9 8 5
Vardas21156 Pavardė21156 3 4 0 6
Vardas21157 Pavardė21157 0 4 0 5
Vardas21158 Pavardė21158 5 7 6 8
Vardas21159 Pavardė21159 10 6 1 3
Vardas21160 Pavardė21160 9 9 0 2
Vardas21161 Pavardė21161 5 0 2 1
Vardas21162 Pavardė21162 3 0 9 5
Vardas21163 Pavardė21163 5 4 2 4
